PATCH_IDX,PATCH_CMD,Label,StrRef,ModelName,LightColor,LightOffsetX,LightOffsetY,LightOffsetZ,SoundAppType,ShadowSize,BodyBag,LowGore,Reflection,Static
3485,REPLACE,"Alphabet 1: cB*",****,fnt_1_cb_001,****,****,****,****,30,1,0,****,****,1
3486,REPLACE,"Alphabet 1: cC*",****,fnt_1_cc_001,****,****,****,****,30,1,0,****,****,1
3487,REPLACE,"Alphabet 1: cD*",****,fnt_1_cd_001,****,****,****,****,30,1,0,****,****,1
3488,REPLACE,"Alphabet 1: cE*",****,fnt_1_ce_001,****,****,****,****,30,1,0,****,****,1
3489,REPLACE,"Alphabet 1: cF*",****,fnt_1_cf_001,****,****,****,****,30,1,0,****,****,1
3490,REPLACE,"Alphabet 1: cG*",****,fnt_1_cg_001,****,****,****,****,30,1,0,****,****,1
3491,REPLACE,"Alphabet 1: cH*",****,fnt_1_ch_001,****,****,****,****,30,1,0,****,****,1
3492,REPLACE,"Alphabet 1: cI*",****,fnt_1_ci_001,****,****,****,****,30,1,0,****,****,1
3493,REPLACE,"Alphabet 1: cJ*",****,fnt_1_cj_001,****,****,****,****,30,1,0,****,****,1
3494,REPLACE,"Alphabet 1: cK*",****,fnt_1_ck_001,****,****,****,****,30,1,0,****,****,1
3495,REPLACE,"Alphabet 1: cL*",****,fnt_1_cl_001,****,****,****,****,30,1,0,****,****,1
3496,REPLACE,"Alphabet 1: cM*",****,fnt_1_cm_001,****,****,****,****,30,1,0,****,****,1
3497,REPLACE,"Alphabet 1: cN*",****,fnt_1_cn_001,****,****,****,****,30,1,0,****,****,1
3498,REPLACE,"Alphabet 1: cO*",****,fnt_1_co_001,****,****,****,****,30,1,0,****,****,1
3499,REPLACE,"Alphabet 1: cP*",****,fnt_1_cp_001,****,****,****,****,30,1,0,****,****,1
3500,REPLACE,"Alphabet 1: cQ*",****,fnt_1_cq_001,****,****,****,****,30,1,0,****,****,1
3501,REPLACE,"Alphabet 1: cR*",****,fnt_1_cr_001,****,****,****,****,30,1,0,****,****,1
3502,REPLACE,"Alphabet 1: cS*",****,fnt_1_cs_001,****,****,****,****,30,1,0,****,****,1
3503,REPLACE,"Alphabet 1: cT*",****,fnt_1_ct_001,****,****,****,****,30,1,0,****,****,1
3504,REPLACE,"Alphabet 1: cU*",****,fnt_1_cu_001,****,****,****,****,30,1,0,****,****,1
3505,REPLACE,"Alphabet 1: cV*",****,fnt_1_cv_001,****,****,****,****,30,1,0,****,****,1
3506,REPLACE,"Alphabet 1: cW*",****,fnt_1_cw_001,****,****,****,****,30,1,0,****,****,1
3507,REPLACE,"Alphabet 1: cX*",****,fnt_1_cx_001,****,****,****,****,30,1,0,****,****,1
3508,REPLACE,"Alphabet 1: cY*",****,fnt_1_cy_001,****,****,****,****,30,1,0,****,****,1
3509,REPLACE,"Alphabet 1: uZ*",****,fnt_1_cz_001,****,****,****,****,30,1,0,****,****,1
3510,REPLACE,"Alphabet 1: uA*",****,fnt_1_ua_001,****,****,****,****,30,1,0,****,****,1
3511,REPLACE,"Alphabet 1: uB*",****,fnt_1_ub_001,****,****,****,****,30,1,0,****,****,1
3512,REPLACE,"Alphabet 1: uC*",****,fnt_1_uc_001,****,****,****,****,30,1,0,****,****,1
3513,REPLACE,"Alphabet 1: uD*",****,fnt_1_ud_001,****,****,****,****,30,1,0,****,****,1
3514,REPLACE,"Alphabet 1: uE*",****,fnt_1_ue_001,****,****,****,****,30,1,0,****,****,1
3515,REPLACE,"Alphabet 1: uF*",****,fnt_1_uf_001,****,****,****,****,30,1,0,****,****,1
3516,REPLACE,"Alphabet 1: uG*",****,fnt_1_ug_001,****,****,****,****,30,1,0,****,****,1
3517,REPLACE,"Alphabet 1: uH*",****,fnt_1_uh_001,****,****,****,****,30,1,0,****,****,1
3518,REPLACE,"Alphabet 1: uI*",****,fnt_1_ui_001,****,****,****,****,30,1,0,****,****,1
3519,REPLACE,"Alphabet 1: uJ*",****,fnt_1_uj_001,****,****,****,****,30,1,0,****,****,1
3520,REPLACE,"Alphabet 1: uK*",****,fnt_1_uk_001,****,****,****,****,30,1,0,****,****,1
3521,REPLACE,"Alphabet 1: uL*",****,fnt_1_ul_001,****,****,****,****,30,1,0,****,****,1
3522,REPLACE,"Alphabet 1: uM*",****,fnt_1_um_001,****,****,****,****,30,1,0,****,****,1
3523,REPLACE,"Alphabet 1: uN*",****,fnt_1_un_001,****,****,****,****,30,1,0,****,****,1
3524,REPLACE,"Alphabet 1: uO*",****,fnt_1_uo_001,****,****,****,****,30,1,0,****,****,1
3525,REPLACE,"Alphabet 1: uP*",****,fnt_1_up_001,****,****,****,****,30,1,0,****,****,1
3526,REPLACE,"Alphabet 1: uQ*",****,fnt_1_uq_001,****,****,****,****,30,1,0,****,****,1
3527,REPLACE,"Alphabet 1: uR*",****,fnt_1_ur_001,****,****,****,****,30,1,0,****,****,1
3528,REPLACE,"Alphabet 1: uS*",****,fnt_1_us_001,****,****,****,****,30,1,0,****,****,1
3529,REPLACE,"Alphabet 1: uT*",****,fnt_1_ut_001,****,****,****,****,30,1,0,****,****,1
3530,REPLACE,"Alphabet 1: uU*",****,fnt_1_uu_001,****,****,****,****,30,1,0,****,****,1
3531,REPLACE,"Alphabet 1: uV*",****,fnt_1_uv_001,****,****,****,****,30,1,0,****,****,1
3532,REPLACE,"Alphabet 1: uW*",****,fnt_1_uw_001,****,****,****,****,30,1,0,****,****,1
3533,REPLACE,"Alphabet 1: uX*",****,fnt_1_ux_001,****,****,****,****,30,1,0,****,****,1
3534,REPLACE,"Alphabet 1: uY*",****,fnt_1_uy_001,****,****,****,****,30,1,0,****,****,1
3535,REPLACE,"Alphabet 1: uZ*",****,fnt_1_uz_001,****,****,****,****,30,1,0,****,****,1
3536,REPLACE,"Alphabet 1: n1*",****,fnt_1_n1_001,****,****,****,****,30,1,0,****,****,1
3537,REPLACE,"Alphabet 1: n2*",****,fnt_1_n2_001,****,****,****,****,30,1,0,****,****,1
3538,REPLACE,"Alphabet 1: n3*",****,fnt_1_n3_001,****,****,****,****,30,1,0,****,****,1
3539,REPLACE,"Alphabet 1: n4*",****,fnt_1_n4_001,****,****,****,****,30,1,0,****,****,1
3540,REPLACE,"Alphabet 1: n5*",****,fnt_1_n5_001,****,****,****,****,30,1,0,****,****,1
3541,REPLACE,"Alphabet 1: n6*",****,fnt_1_n6_001,****,****,****,****,30,1,0,****,****,1
3542,REPLACE,"Alphabet 1: n7*",****,fnt_1_n7_001,****,****,****,****,30,1,0,****,****,1
3543,REPLACE,"Alphabet 1: n8*",****,fnt_1_n8_001,****,****,****,****,30,1,0,****,****,1
3544,REPLACE,"Alphabet 1: n9*",****,fnt_1_n9_001,****,****,****,****,30,1,0,****,****,1
3545,REPLACE,"Alphabet 1: n0*",****,fnt_1_n0_001,****,****,****,****,30,1,0,****,****,1
3546,REPLACE,"Alphabet 1: dsh*",****,fnt_1_dsh_001,****,****,****,****,30,1,0,****,****,1
3547,REPLACE,"Alphabet 1: arw*",****,fnt_1_arw_001,****,****,****,****,30,1,0,****,****,1
3548,REPLACE,"Alphabet 1: fst*",****,fnt_1_fst_001,****,****,****,****,30,1,0,****,****,1
3549,REPLACE,"Alphabet 1: cmm*",****,fnt_1_cmm_001,****,****,****,****,30,1,0,****,****,1
3550,REPLACE,"Fence: Wood 6A*",****,spb_fence01,****,****,****,****,18,1,0,****,****,1
3551,REPLACE,"Fence: Wood 6B*",****,spb_fence01a,****,****,****,****,18,1,0,****,****,1
3552,REPLACE,"Fence: Wood 6C*",****,spb_fence01b,****,****,****,****,18,1,0,****,****,1
3553,REPLACE,"Fence: Wood 6D*",****,spb_fence01c,****,****,****,****,18,1,0,****,****,1
3554,REPLACE,"Fence: Wood 7A*",****,spb_fence02,****,****,****,****,18,1,0,****,****,1
3555,REPLACE,"Fence: Wood 7B*",****,spb_fence02a,****,****,****,****,18,1,0,****,****,1
3556,REPLACE,"Fence: Wood 7C*",****,spb_fence02b,****,****,****,****,18,1,0,****,****,1
3557,REPLACE,"Fence: Wood 8A*",****,spb_fence03,****,****,****,****,18,1,0,****,****,1
3558,REPLACE,"Fence: Wood 8B*",****,spb_fence03a,****,****,****,****,18,1,0,****,****,1
3559,REPLACE,"Fence: Wood 9A*",****,spb_fence04,****,****,****,****,18,1,0,****,****,1
3560,REPLACE,"Fence: Wood 9B*",****,spb_fence04a,****,****,****,****,18,1,0,****,****,1
3561,REPLACE,"Fence: White*",****,spb_fence05,****,****,****,****,18,1,0,****,****,1
3562,REPLACE,"Door: Gate 1*",****,spb_gate01,****,****,****,****,18,1,0,****,****,1
3563,REPLACE,"Door: Gate 2*",****,spb_gate02,****,****,****,****,18,1,0,****,****,1
3564,REPLACE,"Door: Gate 3*",****,spb_gate03,****,****,****,****,18,1,0,****,****,1
3565,REPLACE,"Door: Gate 4*",****,spb_gate04,****,****,****,****,18,1,0,****,****,1
3566,REPLACE,"Door: Gate 5*",****,spb_gate05,****,****,****,****,18,1,0,****,****,1
3567,REPLACE,"Chair: Kings 01*",****,plcchair_a01,****,****,****,****,17,1,0,****,****,1
3568,REPLACE,"Chair: Bog*",****,plcchair_a02,****,****,****,****,17,1,0,****,****,1
3569,REPLACE,"Chair: Irish without Arms*",****,plcchair_a03,****,****,****,****,17,1,0,****,****,1
3570,REPLACE,"Chair: Irish with Arms*",****,plcchair_a04,****,****,****,****,17,1,0,****,****,1
3571,REPLACE,"Chair: Woven Seat*",****,plcchair_a05,****,****,****,****,17,1,0,****,****,1
3572,REPLACE,"Chair: Throne, Skull*",****,sthrone,****,****,****,****,26,1,0,****,****,1
3573,REPLACE,"Crate: Shelter* (CCC-The Amethyst Dragon)",****,ccc_ad_boxhouse,****,****,****,****,12,1,****,****,****,1
3574,REPLACE,"Cage: Bone*",****,bonecage,****,****,****,****,28,1,0,****,****,1
3575,REPLACE,"Book: Large, Skull*",****,sbook,****,****,****,****,32,1,0,****,****,1
3576,REPLACE,"Book: Large, Statue*",****,grimbook,****,****,****,****,32,1,0,****,****,1
3577,REPLACE,"Chair: Kings 02*",****,plcchair_b01,****,****,****,****,17,1,0,****,****,1
3578,REPLACE,"Craft: Spinning Wheel*",****,plcwheel_c01,****,****,****,****,17,1,0,****,****,1
3579,REPLACE,"Chair: Kings 03*",****,plcchair_b02,****,****,****,****,17,1,0,****,****,1
3580,REPLACE,"Chair: Kings 04*",****,plcchair_b03,****,****,****,****,17,1,0,****,****,1
3581,REPLACE,"Chair: Kings 05*",****,plcchair_b04,****,****,****,****,17,1,0,****,****,1
3582,REPLACE,"Chair: Kings 06*",****,plcchair_b05,****,****,****,****,17,1,0,****,****,1
3583,REPLACE,"Chair: Kings 07*",****,plcchair_b06,****,****,****,****,17,1,0,****,****,1
3584,REPLACE,"Chair: Kings 08*",****,plcchair_c01,****,****,****,****,17,1,0,****,****,1
3585,REPLACE,"Chair: Kings 09*",****,plcchair_c02,****,****,****,****,17,1,0,****,****,1
3586,REPLACE,"Chair: Kings 10*",****,plcchair_c03,****,****,****,****,17,1,0,****,****,1
3587,REPLACE,"Chair: Kings 11*",****,plcchair_c04,****,****,****,****,17,1,0,****,****,1
3588,REPLACE,"Chair: Kings 12*",****,plcchair_c05,****,****,****,****,17,1,0,****,****,1
3589,REPLACE,"Chair: Kings 13*",****,plcchair_c06,****,****,****,****,17,1,0,****,****,1
3590,REPLACE,"Table: Celtic 1*",****,plctable_a01,****,****,****,****,17,1,0,****,****,1
3591,REPLACE,"Table: Celtic 2*",****,plctable_a02,****,****,****,****,17,1,0,****,****,1
3592,REPLACE,"Window: View from 1* (Borden Ha'elven)",****,db-c-wvf1,****,****,****,****,17,1,0,****,****,1
3593,REPLACE,"Window: View from 2* (Borden Ha'elven)",****,db-c-wvf2,****,****,****,****,17,1,0,****,****,1
3594,REPLACE,"Window: View from 3* (Borden Ha'elven)",****,db-c-wvf3,****,****,****,****,17,1,0,****,****,1
3595,REPLACE,"Window: View from 4* (Borden Ha'elven)",****,db-c-wvf4,****,****,****,****,17,1,0,****,****,1
3596,REPLACE,"Window: Stained Glass 1* (Borden Ha'elven)",****,db_gl_1,****,****,****,****,17,1,0,****,****,1
3597,REPLACE,"Window: Stained Glass 2* (Borden Ha'elven)",****,db_gl_2,****,****,****,****,17,1,0,****,****,1
3598,REPLACE,"Window: Stained Glass 3* (Borden Ha'elven)",****,db_gl_3,****,****,****,****,17,1,0,****,****,1
3599,REPLACE,"Window: Stained Glass 4* (Borden Ha'elven)",****,db_gl_4,****,****,****,****,17,1,0,****,****,1
3600,REPLACE,"Window: Day Lightshaft* (Borden Ha'elven)",****,db_win_light,****,****,****,****,****,1,0,****,****,1
3601,REPLACE,"Window: Moon Lightshaft* (Borden Ha'elven)",****,db_win_light_n,****,****,****,****,****,1,0,****,****,1
3602,REPLACE,"Oriental: Flag: Serenity* (CCC-The Amethyst Dragon)",****,ccc_adori01,****,****,****,****,23,1,****,****,****,1
3603,REPLACE,"Oriental: Flag: Knowledge* (CCC-The Amethyst Dragon)",****,ccc_adori02,****,****,****,****,23,1,****,****,****,1
3604,REPLACE,"Oriental: Flag: Wisdom* (CCC-The Amethyst Dragon)",****,ccc_adori03,****,****,****,****,23,1,****,****,****,1
3605,REPLACE,"Oriental: Flag: Courage* (CCC-The Amethyst Dragon)",****,ccc_adori04,****,****,****,****,23,1,****,****,****,1
3606,REPLACE,"Oriental: Flag: Strength* (CCC-The Amethyst Dragon)",****,ccc_adori05,****,****,****,****,23,1,****,****,****,1
3607,REPLACE,"Oriental: Flag: Health* (CCC-The Amethyst Dragon)",****,ccc_adori06,****,****,****,****,23,1,****,****,****,1
3608,REPLACE,"Oriental: Flag: Earth* (CCC-The Amethyst Dragon)",****,ccc_adori07,****,****,****,****,23,1,****,****,****,1
3609,REPLACE,"Oriental: Flag: Fire* (CCC-The Amethyst Dragon)",****,ccc_adori08,****,****,****,****,23,1,****,****,****,1
3610,REPLACE,"Oriental: Flag: Water* (CCC-The Amethyst Dragon)",****,ccc_adori09,****,****,****,****,23,1,****,****,****,1
3611,REPLACE,"Oriental: Flag: Wind* (CCC-The Amethyst Dragon)",****,ccc_adori10,****,****,****,****,23,1,****,****,****,1
3612,REPLACE,"Oriental: Combat Dummy: Wing Chun 1* (CCC-The Amethyst Dragon)",****,ccc_adori11,****,****,****,****,30,1,****,****,****,1
3613,REPLACE,"Oriental: Combat Dummy: Wing Chun 2* (CCC-The Amethyst Dragon)",****,ccc_adori12,****,****,****,****,30,1,****,****,****,1
3614,REPLACE,"Barnacle: Giant: Ground* (CCC-The Amethyst Dragon)",****,cccbrnclg1,****,****,****,****,****,1,****,****,****,1
3615,REPLACE,"Barnacle: Giant: Wall* (CCC-The Amethyst Dragon)",****,cccbrnclg2,****,****,****,****,****,1,****,****,****,1
3616,REPLACE,"Barnacle: Giant: Angle* (CCC-The Amethyst Dragon)",****,cccbrnclg3,****,****,****,****,****,1,****,****,****,1
3617,REPLACE,"Skyship: Engine: Elemental* (CCC-The Amethyst Dragon)",****,cccaircage1,****,****,****,****,****,1,****,****,default,0
3618,REPLACE,"Chair: Spelljammer Helm* (CCC-The Amethyst Dragon)",****,plcchairsj01,****,****,****,****,26,1,0,****,default,1
3619,REPLACE,"Vase: Snake* (CCC-OldTimeRadio)",****,plc_vasesnk,****,****,****,****,34,1,0,****,****,1
3620,REPLACE,"Banner 20*",****,banner_20,****,****,****,****,****,****,****,****,****,1
3621,REPLACE,"Banner 21*",****,banner_21,****,****,****,****,****,****,****,****,****,1
3622,REPLACE,"Banner 22*",****,banner_22,****,****,****,****,****,****,****,****,****,1
3623,REPLACE,"Banner 23*",****,banner_23,****,****,****,****,****,****,****,****,****,1
3624,REPLACE,"Banner 24*",****,banner_24,****,****,****,****,****,****,****,****,****,1
3625,REPLACE,"Banner 25*",****,banner_25,****,****,****,****,****,****,****,****,****,1
3626,REPLACE,"Banner 26*",****,banner_26,****,****,****,****,****,****,****,****,****,1
3627,REPLACE,"Banner 27*",****,banner_27,****,****,****,****,****,****,****,****,****,1
3628,REPLACE,"Banner 28*",****,banner_28,****,****,****,****,****,****,****,****,****,1
3629,REPLACE,"Banner 29*",****,banner_29,****,****,****,****,****,****,****,****,****,1
3630,REPLACE,"Banner 30*",****,banner_30,****,****,****,****,****,****,****,****,****,1
3631,REPLACE,"Banner 31*",****,banner_31,****,****,****,****,****,****,****,****,****,1
3632,REPLACE,"Banner 32*",****,banner_32,****,****,****,****,****,****,****,****,****,1
3633,REPLACE,"Banner 33*",****,banner_33,****,****,****,****,****,****,****,****,****,1
3634,REPLACE,"Banner 34*",****,banner_34,****,****,****,****,****,****,****,****,****,1
3635,REPLACE,"Banner 35*",****,banner_35,****,****,****,****,****,****,****,****,****,1
3636,REPLACE,"Banner 36*",****,banner_36,****,****,****,****,****,****,****,****,****,1
3637,REPLACE,"Banner 37*",****,banner_37,****,****,****,****,****,****,****,****,****,1
3638,REPLACE,"Banner 38*",****,banner_38,****,****,****,****,****,****,****,****,****,1
3639,REPLACE,"Banner 39*",****,banner_39,****,****,****,****,****,****,****,****,****,1
3640,REPLACE,"Banner 40*",****,banner_40,****,****,****,****,****,****,****,****,****,1
3641,REPLACE,"Banner 41*",****,banner_41,****,****,****,****,****,****,****,****,****,1
3642,REPLACE,"Banner 42*",****,banner_42,****,****,****,****,****,****,****,****,****,1
3643,REPLACE,"Banner 43*",****,banner_43,****,****,****,****,****,****,****,****,****,1
3644,REPLACE,"Banner 44*",****,banner_44,****,****,****,****,****,****,****,****,****,1
3645,REPLACE,"Banner 45*",****,banner_45,****,****,****,****,****,****,****,****,****,1
3646,REPLACE,"Banner 46*",****,banner_46,****,****,****,****,****,****,****,****,****,1
3647,REPLACE,"Banner 47*",****,banner_47,****,****,****,****,****,****,****,****,****,1
3648,REPLACE,"Banner 48*",****,banner_48,****,****,****,****,****,****,****,****,****,1
3649,REPLACE,"Banner 49*",****,banner_49,****,****,****,****,****,****,****,****,****,1
3650,REPLACE,"Banner 50*",****,banner_50,****,****,****,****,****,****,****,****,****,1
3651,REPLACE,"Banner 51*",****,banner_51,****,****,****,****,****,****,****,****,****,1
3652,REPLACE,"Banner 52*",****,banner_52,****,****,****,****,****,****,****,****,****,1
3653,REPLACE,"Banner 53*",****,banner_53,****,****,****,****,****,****,****,****,****,1
3654,REPLACE,"Banner 54*",****,banner_54,****,****,****,****,****,****,****,****,****,1
3655,REPLACE,"Banner 55*",****,banner_55,****,****,****,****,****,****,****,****,****,1
3656,REPLACE,"Banner 56*",****,banner_56,****,****,****,****,****,****,****,****,****,1
3657,REPLACE,"Banner 57*",****,banner_57,****,****,****,****,****,****,****,****,****,1
3658,REPLACE,"Banner 58*",****,banner_58,****,****,****,****,****,****,****,****,****,1
3659,REPLACE,"Banner 59*",****,banner_59,****,****,****,****,****,****,****,****,****,1
3660,REPLACE,"Banner 60*",****,banner_60,****,****,****,****,****,****,****,****,****,1
3661,REPLACE,"Banner 61*",****,banner_61,****,****,****,****,****,****,****,****,****,1
3662,REPLACE,"Banner 62*",****,banner_62,****,****,****,****,****,****,****,****,****,1
3663,REPLACE,"Banner 63*",****,banner_63,****,****,****,****,****,****,****,****,****,1
3664,REPLACE,"Banner 64*",****,banner_64,****,****,****,****,****,****,****,****,****,1
3665,REPLACE,"Banner 65*",****,banner_65,****,****,****,****,****,****,****,****,****,1
3666,REPLACE,"Banner 66*",****,banner_66,****,****,****,****,****,****,****,****,****,1
3667,REPLACE,"Banner 67*",****,banner_67,****,****,****,****,****,****,****,****,****,1
3668,REPLACE,"Banner 68*",****,banner_68,****,****,****,****,****,****,****,****,****,1
3669,REPLACE,"Banner 69*",****,banner_69,****,****,****,****,****,****,****,****,****,1
3670,REPLACE,"Banner 70*",****,banner_70,****,****,****,****,****,****,****,****,****,1
3671,REPLACE,"Banner 71*",****,banner_71,****,****,****,****,****,****,****,****,****,1
3672,REPLACE,"Banner 72*",****,banner_72,****,****,****,****,****,****,****,****,****,1
3673,REPLACE,"Banner 73*",****,banner_73,****,****,****,****,****,****,****,****,****,1
3674,REPLACE,"Banner 74*",****,banner_74,****,****,****,****,****,****,****,****,****,1
3675,REPLACE,"Banner 75*",****,banner_75,****,****,****,****,****,****,****,****,****,1
3676,REPLACE,"VFX: Portal 1 - White*",****,plc_mf165,2,0,0,0.2,****,1,0,****,****,1
3677,REPLACE,"VFX: Fountain 1 - White*",****,plc_mf166,2,0,0,0.2,****,1,0,****,****,1
3678,REPLACE,"VFX: Sparkles 1 - White*",****,plc_mf167,2,0,0,0.2,****,1,0,****,****,1
3679,REPLACE,"VFX: Fountain 2 - White*",****,plc_mf168,2,0,0,0.2,****,1,0,****,****,1
3680,REPLACE,"VFX: Portal 2 - White*",****,plc_mf164,2,0,0,0.6,****,1,0,****,****,1
3681,REPLACE,"VFX: Sparkles 2 - White*",****,plc_mf169,2,0,0,0.2,****,1,0,****,****,1
3682,REPLACE,"VFX: Strange 1 - White*",****,plc_mf170,2,0,0,0.2,****,1,0,****,****,1
3683,REPLACE,"VFX: Strange 2 - White*",****,plc_mf171,2,0,0,0.3,****,1,0,****,****,1
3684,REPLACE,"VFX: Sparkles 3 - White*",****,plc_mf172,2,0,0,3,****,1,0,****,****,1
3685,REPLACE,"VFX: Portal 3 - White*",****,plc_mf173,2,0,0,1,****,1,0,****,****,1
3686,REPLACE,"VFX: Portal 1 - Blue*",****,plc_mf174,19,0,0,0.2,****,1,0,****,****,1
3687,REPLACE,"VFX: Portal 1 - Green*",****,plc_mf175,11,0,0,0.2,****,1,0,****,****,1
3688,REPLACE,"VFX: Portal 1 - Yellow*",****,plc_mf176,7,0,0,0.2,****,1,0,****,****,1
3689,REPLACE,"VFX: Portal 1 - Purple*",****,plc_mf177,23,0,0,0.2,****,1,0,****,****,1
3690,REPLACE,"VFX: Fountain 1 - Blue*",****,plc_mf178,19,0,0,0.2,****,1,0,****,****,1
3691,REPLACE,"VFX: Fountain 1 - Green*",****,plc_mf179,11,0,0,0.2,****,1,0,****,****,1
3692,REPLACE,"VFX: Fountain 1 - Yellow*",****,plc_mf180,7,0,0,0.2,****,1,0,****,****,1
3693,REPLACE,"VFX: Fountain 1 - Purple*",****,plc_mf181,23,0,0,0.2,****,1,0,****,****,1
3694,REPLACE,"VFX: Sparkles 1 - Blue*",****,plc_mf182,19,0,0,0.2,****,1,0,****,****,1
3695,REPLACE,"VFX: Sparkles 1 - Green*",****,plc_mf183,11,0,0,0.2,****,1,0,****,****,1
3696,REPLACE,"VFX: Sparkles 1 - Yellow*",****,plc_mf184,7,0,0,0.2,****,1,0,****,****,1
3697,REPLACE,"VFX: Sparkles 1 - Purple*",****,plc_mf185,23,0,0,0.2,****,1,0,****,****,1
3698,REPLACE,"VFX: Fountain 2 - Blue*",****,plc_mf186,19,0,0,0.2,****,1,0,****,****,1
3699,REPLACE,"VFX: Fountain 2 - Green*",****,plc_mf187,11,0,0,0.2,****,1,0,****,****,1
3700,REPLACE,"VFX: Fountain 2 - Yellow*",****,plc_mf188,7,0,0,0.2,****,1,0,****,****,1
3701,REPLACE,"VFX: Fountain 2 - Purple*",****,plc_mf189,23,0,0,0.2,****,1,0,****,****,1
3702,REPLACE,"VFX: Portal 2 - Blue*",****,plc_mf190,19,0,0,0.6,****,1,0,****,****,1
3703,REPLACE,"VFX: Portal 2 - Green*",****,plc_mf191,11,0,0,0.6,****,1,0,****,****,1
3704,REPLACE,"VFX: Portal 2 - Yellow*",****,plc_mf192,7,0,0,0.6,****,1,0,****,****,1
3705,REPLACE,"VFX: Portal 2 - Purple*",****,plc_mf193,23,0,0,0.6,****,1,0,****,****,1
3706,REPLACE,"VFX: Sparkles 2 - Blue*",****,plc_mf194,19,0,0,0.2,****,1,0,****,****,1
3707,REPLACE,"VFX: Sparkles 2 - Green*",****,plc_mf195,11,0,0,0.2,****,1,0,****,****,1
3708,REPLACE,"VFX: Sparkles 2 - Yellow*",****,plc_mf196,7,0,0,0.2,****,1,0,****,****,1
3709,REPLACE,"VFX: Sparkles 2 - Purple*",****,plc_mf197,23,0,0,0.2,****,1,0,****,****,1
3710,REPLACE,"VFX: Strange 1 - Blue*",****,plc_mf198,19,0,0,0.2,****,1,0,****,****,1
3711,REPLACE,"VFX: Strange 1 - Green*",****,plc_mf199,11,0,0,0.2,****,1,0,****,****,1
3712,REPLACE,"VFX: Strange 1 - Yellow*",****,plc_mf200,7,0,0,0.2,****,1,0,****,****,1
3713,REPLACE,"VFX: Strange 1 - Purple*",****,plc_mf201,23,0,0,0.2,****,1,0,****,****,1
3714,REPLACE,"VFX: Strange 2 - Blue*",****,plc_mf202,19,0,0,0.3,****,1,0,****,****,1
3715,REPLACE,"VFX: Strange 2 - Green*",****,plc_mf203,11,0,0,0.3,****,1,0,****,****,1
3716,REPLACE,"VFX: Strange 2 - Yellow*",****,plc_mf204,7,0,0,0.3,****,1,0,****,****,1
3717,REPLACE,"VFX: Strange 2 - Purple*",****,plc_mf205,23,0,0,0.3,****,1,0,****,****,1
3718,REPLACE,"VFX: Sparkles 3 - Blue*",****,plc_mf206,19,0,0,3,****,1,0,****,****,1
3719,REPLACE,"VFX: Sparkles 3 - Green*",****,plc_mf207,11,0,0,3,****,1,0,****,****,1
3720,REPLACE,"VFX: Sparkles 3 - Yellow*",****,plc_mf208,7,0,0,3,****,1,0,****,****,1
3721,REPLACE,"VFX: Sparkles 3 - Purple*",****,plc_mf209,23,0,0,3,****,1,0,****,****,1
3722,REPLACE,"VFX: Portal 3 - Blue*",****,plc_mf210,19,0,0,1,****,1,0,****,****,1
3723,REPLACE,"VFX: Portal 3 - Green*",****,plc_mf211,11,0,0,1,****,1,0,****,****,1
3724,REPLACE,"VFX: Portal 3 - Yellow*",****,plc_mf212,7,0,0,1,****,1,0,****,****,1
3725,REPLACE,"VFX: Portal 3 - Purple*",****,plc_mf213,23,0,0,1,****,1,0,****,****,1
3726,REPLACE,"VFX: Portal 1 - Red*",****,plc_mf244,27,0,0,0.2,****,1,0,****,****,1
3727,REPLACE,"VFX: Fountain 1 - Red*",****,plc_mf245,27,0,0,0.2,****,1,0,****,****,1
3728,REPLACE,"VFX: Sparkles 1 - Red*",****,plc_mf246,27,0,0,0.2,****,1,0,****,****,1
3729,REPLACE,"VFX: Fountain 2 - Red*",****,plc_mf247,27,0,0,0.2,****,1,0,****,****,1
3730,REPLACE,"VFX: Portal 2 - Red*",****,plc_mf248,27,0,0,0.6,****,1,0,****,****,1
3731,REPLACE,"VFX: Sparkles 2 - Red*",****,plc_mf249,27,0,0,0.2,****,1,0,****,****,1
3732,REPLACE,"VFX: Strange 1 - Red*",****,plc_mf250,27,0,0,0.2,****,1,0,****,****,1
3733,REPLACE,"VFX: Strange 2 - Red*",****,plc_mf251,27,0,0,0.3,****,1,0,****,****,1
3734,REPLACE,"VFX: Sparkles 3 - Red*",****,plc_mf252,27,0,0,3,****,1,0,****,****,1
3735,REPLACE,"VFX: Portal 3 - Red*",****,plc_mf253,27,0,0,1,****,1,0,****,****,1
3736,REPLACE,"VFX: Mystical 1 - White*",****,plc_mf214,2,0,0,1.5,****,1,0,****,****,1
3737,REPLACE,"VFX: Mystical 1 - Blue*",****,plc_mf215,19,0,0,1.5,****,1,0,****,****,1
3738,REPLACE,"VFX: Mystical 1 - Green*",****,plc_mf216,11,0,0,1.5,****,1,0,****,****,1
3739,REPLACE,"VFX: Mystical 1 - Yellow*",****,plc_mf217,7,0,0,1.5,****,1,0,****,****,1
3740,REPLACE,"VFX: Mystical 1 - Purple*",****,plc_mf218,23,0,0,1.5,****,1,0,****,****,1
3741,REPLACE,"VFX: Smoke Jet - White*",****,plc_mf219,****,****,****,****,****,****,****,****,****,1
